"","TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY","NA_YOJ","NA_CAR_AGE","NA_HOME_VAL","NA_INCOME","NA_JOB"
"39",0,0,0,52,0,0,0,FALSE,87925,FALSE,"z_F","z_High School","Student",48,"Commercial",9280,1,"z_SUV",FALSE,0,0,FALSE,1,6,"z_Highly Rural/ Rural",FALSE,FALSE,FALSE,FALSE,FALSE
"40",0,0,0,35,0,7,14508,FALSE,0,TRUE,"M","Bachelors","Student",22,"Commercial",6450,1,"Pickup",FALSE,0,0,FALSE,0,7,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"41",0,0,0,43,0,13,75338,FALSE,270555,TRUE,"z_F","Bachelors","Manager",40,"Private",23080,1,"Sports Car",FALSE,0,0,FALSE,0,8,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"42",0,0,0,41,0,10,32774,FALSE,0,FALSE,"z_F","z_High School","Clerical",44,"Private",20120,4,"Minivan",FALSE,0,0,FALSE,0,1,"z_Highly Rural/ Rural",FALSE,FALSE,FALSE,FALSE,FALSE
"43",0,0,0,40,0,11,57474,FALSE,186418,TRUE,"M","Bachelors","Clerical",5,"Commercial",29270,4,"Panel Truck",TRUE,0,0,FALSE,1,5,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"44",0,0,0,31,1,12,26520,FALSE,154493,TRUE,"M","Bachelors","Student",62,"Commercial",4600,6,"Minivan",TRUE,0,0,FALSE,2,5,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"45",0,0,0,47,0,8,18444,FALSE,0,TRUE,"z_F","z_High School","Student",35,"Commercial",19450,6,"z_SUV",FALSE,2981,2,FALSE,5,7,"Highly Urban/ Urban",FALSE,TRUE,FALSE,FALSE,FALSE
"46",0,0,0,53,0,11,107259,FALSE,343700,TRUE,"M","Masters","Professional",36,"Private",29230,10,"Minivan",TRUE,0,0,FALSE,0,15,"Highly Urban/ Urban",TRUE,FALSE,FALSE,FALSE,FALSE
"47",0,0,0,39,3,7,34046,FALSE,183383,TRUE,"z_F","z_High School","Clerical",33,"Private",4040,6,"z_SUV",FALSE,0,0,FALSE,0,5,"z_Highly Rural/ Rural",FALSE,FALSE,FALSE,FALSE,FALSE
"48",0,0,0,33,3,14,32364,FALSE,152894,TRUE,"M","<High School","Clerical",40,"Private",12270,18,"Minivan",TRUE,0,0,FALSE,3,1,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"49",0,0,0,59,0,5,106775,FALSE,310893,FALSE,"M","Masters","Lawyer",10,"Private",31930,1,"Minivan",TRUE,0,0,FALSE,0,13,"Highly Urban/ Urban",FALSE,TRUE,TRUE,FALSE,FALSE
"50",1,6100,0,40,0,11,16989,FALSE,0,FALSE,"M","<High School","z_Blue Collar",20,"Commercial",12230,4,"Pickup",TRUE,26104,1,TRUE,13,6,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"51",1,8840.6835683,0,44,2,15,16352,FALSE,134164,TRUE,"z_F","z_High School","Home Maker",37,"Private",10520,1,"z_SUV",FALSE,7838,1,FALSE,1,1,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"52",0,0,0,56,0,16,44760,FALSE,164852,TRUE,"M","Bachelors","Manager",30,"Private",21770,13,"Minivan",TRUE,0,0,FALSE,0,6,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"53",1,2117,1,45,1,14,63952,FALSE,196368,TRUE,"z_F","Masters","Lawyer",50,"Private",32340,6,"Van",FALSE,27877,2,TRUE,0,13,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"54",0,0,0,48,0,13,64727,FALSE,252896,TRUE,"M","Bachelors","Professional",14,"Commercial",28560,13,"Panel Truck",TRUE,1554,5,FALSE,1,10,"Highly Urban/ Urban",TRUE,FALSE,FALSE,TRUE,FALSE
"55",1,3532,1,44,2,11,24060,TRUE,0,FALSE,"M","Bachelors","Clerical",24,"Private",14220,4,"Minivan",FALSE,0,0,FALSE,0,10,"Highly Urban/ Urban",TRUE,FALSE,FALSE,FALSE,FALSE
"56",1,866,0,33,4,12,20822,FALSE,76022,TRUE,"z_F","z_High School","Home Maker",46,"Private",6880,13,"z_SUV",FALSE,7896,3,FALSE,0,1,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"57",0,0,0,32,3,14,54968,FALSE,146784,TRUE,"z_F","z_High School","Professional",20,"Private",10040,4,"z_SUV",FALSE,0,0,TRUE,0,8,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"58",1,7786,0,34,0,8,14194,FALSE,87034,FALSE,"z_F","<High School","Clerical",13,"Private",2920,4,"Sports Car",FALSE,24767,3,TRUE,2,10,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"59",0,0,1,38,4,12,2149,FALSE,72889,TRUE,"z_F","<High School","Home Maker",35,"Private",22690,10,"Pickup",FALSE,0,0,FALSE,2,1,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"60",1,4148,2,43,3,11,137103,TRUE,0,FALSE,"z_F","Masters","Manager",29,"Private",19510,1,"Sports Car",FALSE,8890,3,FALSE,0,15,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"61",0,0,0,49,0,9,219768,FALSE,0,FALSE,"M","PhD","Manager",31,"Commercial",33710,3,"Panel Truck",FALSE,34351,2,TRUE,2,18,"Highly Urban/ Urban",FALSE,FALSE,FALSE,TRUE,TRUE
"62",0,0,0,46,0,10,79538,FALSE,0,FALSE,"z_F","Bachelors","Manager",13,"Private",14050,3,"Minivan",FALSE,0,0,TRUE,2,11,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"63",0,0,0,45,1,11,185836,FALSE,509115,TRUE,"z_F","PhD","Lawyer",28,"Private",10250,1,"z_SUV",FALSE,4307,3,FALSE,6,20,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"64",0,0,0,46,0,14,144348,FALSE,397661,FALSE,"M","Masters","Manager",22,"Commercial",33320,4,"Panel Truck",TRUE,0,0,TRUE,1,12,"Highly Urban/ Urban",FALSE,FALSE,FALSE,TRUE,TRUE
"65",0,0,0,45,0,11,61931,FALSE,213530,TRUE,"M","Masters","Lawyer",30,"Commercial",10910,13,"Pickup",TRUE,25106,2,FALSE,0,12,"Highly Urban/ Urban",FALSE,TRUE,FALSE,FALSE,TRUE
"66",0,0,0,63,0,9,74426,FALSE,0,FALSE,"z_F","PhD","Doctor",11,"Private",27600,1,"z_SUV",FALSE,0,0,FALSE,0,18,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"67",0,0,0,44,0,9,74722,FALSE,231034,TRUE,"z_F","Bachelors","Professional",9,"Private",23640,6,"Minivan",FALSE,0,0,FALSE,0,1,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"68",1,2371,1,45,2,11,102393,TRUE,0,FALSE,"M","Bachelors","Professional",25,"Private",1500,1,"Minivan",TRUE,0,0,FALSE,2,11,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"69",0,0,0,48,0,0,0,FALSE,98920,TRUE,"z_F","z_High School","Home Maker",50,"Private",8660,3,"Sports Car",FALSE,8363,2,FALSE,3,1,"Highly Urban/ Urban",FALSE,TRUE,FALSE,FALSE,FALSE
"70",1,4804,1,37,2,12,60847,FALSE,205211,TRUE,"z_F","Bachelors","z_Blue Collar",43,"Commercial",5200,1,"z_SUV",FALSE,2718,1,FALSE,1,3,"Highly Urban/ Urban",FALSE,FALSE,FALSE,TRUE,FALSE
"71",0,0,0,35,0,11,29371,FALSE,0,FALSE,"z_F","<High School","Clerical",49,"Private",4860,10,"Sports Car",FALSE,0,0,FALSE,0,1,"Highly Urban/ Urban",TRUE,FALSE,FALSE,FALSE,FALSE
"72",1,1354,0,48,0,12,31773,FALSE,165090,TRUE,"M","z_High School","Clerical",14,"Commercial",9640,13,"Pickup",FALSE,1212,1,FALSE,4,1,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"73",0,0,0,49,0,0,0,FALSE,159389,TRUE,"z_F","Masters","Professional",42,"Private",6400,10,"z_SUV",FALSE,9115,1,FALSE,6,14,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"74",0,0,0,44,2,15,139330,TRUE,316900,FALSE,"z_F","z_High School","z_Blue Collar",35,"Commercial",22050,10,"Sports Car",FALSE,0,0,FALSE,0,1,"z_Highly Rural/ Rural",FALSE,FALSE,FALSE,FALSE,FALSE
"75",0,0,0,50,0,13,163296,FALSE,447616,FALSE,"z_F","PhD","Lawyer",42,"Private",22830,1,"Minivan",FALSE,0,0,FALSE,0,14,"z_Highly Rural/ Rural",FALSE,FALSE,FALSE,FALSE,FALSE
"76",0,0,0,30,1,10,17455,TRUE,140978,FALSE,"z_F","<High School","z_Blue Collar",50,"Private",12380,13,"Minivan",FALSE,0,0,FALSE,0,6,"z_Highly Rural/ Rural",FALSE,FALSE,FALSE,FALSE,FALSE
"77",0,0,0,54,0,13,71007,FALSE,240833,TRUE,"M","Bachelors","Manager",61,"Private",14000,6,"Minivan",FALSE,0,0,FALSE,0,11,"Highly Urban/ Urban",TRUE,FALSE,FALSE,FALSE,FALSE
"78",1,2425,0,53,0,6,38036,FALSE,153381,TRUE,"z_F","z_High School","z_Blue Collar",32,"Commercial",13140,1,"z_SUV",FALSE,0,0,FALSE,4,1,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"79",0,0,0,53,0,13,41199,FALSE,150933,FALSE,"z_F","Bachelors","Manager",21,"Private",15360,1,"z_SUV",FALSE,0,0,FALSE,0,8,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"80",0,0,0,29,1,10,38042,TRUE,202967,FALSE,"M","z_High School","Professional",15,"Private",15160,6,"Minivan",FALSE,0,0,FALSE,0,1,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"81",0,0,0,58,0,11,91223,FALSE,0,FALSE,"M","Masters","Lawyer",23,"Private",10620,6,"Pickup",FALSE,0,0,FALSE,0,15,"Highly Urban/ Urban",FALSE,TRUE,FALSE,FALSE,FALSE
"82",0,0,0,55,0,7,45787,FALSE,173196,TRUE,"z_F","Masters","Lawyer",5,"Private",19380,6,"Minivan",FALSE,0,0,FALSE,0,13,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"83",0,0,0,55,0,12,84964,FALSE,227091,TRUE,"M","Bachelors","z_Blue Collar",21,"Commercial",5760,1,"Pickup",TRUE,969,2,FALSE,6,11,"Highly Urban/ Urban",TRUE,FALSE,FALSE,FALSE,FALSE
"84",0,0,0,56,0,8,38240,FALSE,190675,TRUE,"z_F","z_High School","Clerical",28,"Private",16220,4,"z_SUV",FALSE,0,0,FALSE,0,6,"z_Highly Rural/ Rural",FALSE,TRUE,FALSE,FALSE,FALSE
"85",0,0,0,34,0,11,51565,FALSE,0,FALSE,"M","Masters","Lawyer",36,"Private",18110,1,"Van",TRUE,759,2,FALSE,3,15,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"86",1,5711,0,34,3,0,0,FALSE,66358,TRUE,"z_F","z_High School","Home Maker",25,"Private",11740,9,"z_SUV",FALSE,1800,2,FALSE,2,1,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"87",0,0,0,36,0,11,105384,FALSE,267509,TRUE,"M","Masters","Professional",24,"Private",13800,7,"Minivan",TRUE,31695,3,TRUE,4,17,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"88",1,13105.327626,0,41,0,10,66265,FALSE,159276,TRUE,"M","Masters","Lawyer",59,"Private",12230,4,"Minivan",TRUE,0,0,FALSE,1,9,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"89",1,4061,0,46,0,7,129215,FALSE,342728,FALSE,"M","Masters","Manager",17,"Commercial",23350,13,"Panel Truck",TRUE,4678,3,FALSE,6,17,"Highly Urban/ Urban",FALSE,FALSE,TRUE,TRUE,TRUE
"90",0,0,0,42,0,9,76226,FALSE,217920,TRUE,"M","Bachelors","z_Blue Collar",18,"Commercial",23390,13,"Panel Truck",TRUE,0,0,FALSE,0,14,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"91",0,0,1,38,3,16,7528,FALSE,113809,TRUE,"M","<High School","Clerical",26,"Private",8080,1,"Pickup",TRUE,0,0,FALSE,0,8,"z_Highly Rural/ Rural",FALSE,FALSE,FALSE,FALSE,FALSE
"92",1,7838,0,33,4,0,0,TRUE,0,FALSE,"M","z_High School","Student",14,"Commercial",15090,1,"Minivan",TRUE,1631,1,FALSE,2,5,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"93",1,3660,0,37,0,0,0,FALSE,73890,TRUE,"z_F","Bachelors","Student",48,"Commercial",12850,7,"z_SUV",FALSE,0,0,FALSE,3,6,"Highly Urban/ Urban",FALSE,FALSE,FALSE,TRUE,FALSE
"94",0,0,1,42,1,9,32797,FALSE,160661,TRUE,"z_F","Masters","Lawyer",63,"Private",21690,1,"Minivan",FALSE,0,0,FALSE,2,14,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"95",1,5125,0,47,0,11,44705,FALSE,217885,TRUE,"z_F","Bachelors","Professional",50,"Private",12840,1,"z_SUV",FALSE,1533,2,FALSE,0,10,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"96",0,0,0,52,0,9,68992,FALSE,216986,FALSE,"z_F","Bachelors","z_Blue Collar",36,"Commercial",15120,1,"Minivan",FALSE,0,0,FALSE,3,10,"z_Highly Rural/ Rural",FALSE,FALSE,FALSE,FALSE,FALSE
"97",0,0,0,43,0,11,132561,FALSE,314433,FALSE,"M","Masters","Professional",8,"Commercial",30150,16,"Panel Truck",FALSE,12294,1,FALSE,0,1,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"98",0,0,0,66,1,17,96830,FALSE,325826,TRUE,"M","Masters","Professional",23,"Private",11180,7,"z_SUV",FALSE,0,0,FALSE,0,16,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"99",1,2143,0,52,0,7,64014,FALSE,244863,TRUE,"M","<High School","z_Blue Collar",33,"Commercial",7900,4,"Pickup",TRUE,8882,3,FALSE,1,5,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"100",0,0,1,38,1,7,4701,FALSE,0,TRUE,"z_F","z_High School","Student",40,"Private",7050,4,"Sports Car",FALSE,0,0,FALSE,0,10,"z_Highly Rural/ Rural",FALSE,FALSE,FALSE,TRUE,FALSE
"101",0,0,0,47,0,14,93802,FALSE,276241,TRUE,"M","Bachelors","Manager",48,"Private",21320,1,"Van",TRUE,0,0,FALSE,0,13,"Highly Urban/ Urban",FALSE,FALSE,FALSE,TRUE,FALSE
"102",0,0,0,37,0,12,123520,FALSE,383731,TRUE,"M","Bachelors","z_Blue Collar",14,"Commercial",17550,1,"Van",FALSE,0,0,FALSE,0,9,"Highly Urban/ Urban",FALSE,TRUE,FALSE,FALSE,FALSE
"103",0,0,0,47,0,13,45257,FALSE,160051,TRUE,"M","Bachelors","Clerical",33,"Commercial",29210,6,"Panel Truck",TRUE,0,0,FALSE,0,8,"Highly Urban/ Urban",FALSE,TRUE,FALSE,FALSE,FALSE
"104",0,0,1,61,2,17,41857,FALSE,169015,TRUE,"z_F","Masters","Manager",35,"Private",20870,1,"Sports Car",FALSE,0,0,FALSE,0,21,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"105",1,2114,0,41,1,8,126468,TRUE,0,FALSE,"z_F","Masters","Manager",34,"Commercial",32690,3,"Pickup",FALSE,0,0,FALSE,2,18,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"106",0,0,3,40,3,9,75516,FALSE,247673,TRUE,"z_F","z_High School","z_Blue Collar",53,"Commercial",13050,5,"Sports Car",FALSE,0,0,TRUE,0,6,"z_Highly Rural/ Rural",FALSE,FALSE,FALSE,FALSE,FALSE
"107",0,0,0,52,0,16,76954,FALSE,249290,FALSE,"M","Bachelors","Professional",44,"Private",19540,6,"Minivan",TRUE,0,0,TRUE,0,11,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"108",0,0,0,58,1,8,150352,FALSE,421665,TRUE,"z_F","Masters","Manager",21,"Private",24240,6,"Pickup",FALSE,0,0,FALSE,0,17,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"109",1,8671,1,38,1,12,37580,FALSE,173495,TRUE,"z_F","<High School","Clerical",36,"Private",5260,7,"z_SUV",FALSE,867,2,FALSE,0,1,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"110",1,6287,0,41,2,15,23344,FALSE,147172,TRUE,"M","z_High School","z_Blue Collar",10,"Private",7930,1,"Pickup",FALSE,0,0,FALSE,1,1,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"111",0,0,0,37,0,16,43290,FALSE,158771,TRUE,"z_F","Bachelors","z_Blue Collar",29,"Private",23640,1,"z_SUV",FALSE,0,0,FALSE,0,10,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
"112",0,0,0,48,0,10,48737,FALSE,220264,TRUE,"M","Bachelors","Manager",24,"Private",11220,9,"Pickup",TRUE,0,0,FALSE,1,1,"Highly Urban/ Urban",FALSE,FALSE,FALSE,FALSE,FALSE
